,Degree,Closeness,Betweenness
0,22,0.32739588517917084,0.04999122830865928
1,25,0.3325808878856283,0.01493389097754633
2,22,0.3026782823173254,0.007996995288086638
3,32,0.33819191513523245,0.07531047456217993
4,29,0.3186432495204792,0.0293654567004252
5,21,0.3181834468516184,0.02693470544324904
6,31,0.3597082033738525,0.05501199181867523
7,21,0.34186221498941327,0.04252166779540013
8,21,0.3434597019753451,0.04194742110539217
9,25,0.34917043336210857,0.017276295883173347
10,25,0.30330279046516034,0.04947620964938342
11,21,0.3181834468516184,0.023826060937651432
12,29,0.3259440187260481,0.04836181210776831
13,23,0.3147767718317938,0.0533088245211423
14,24,0.33459958826733166,0.0196975684274711
15,26,0.34861838524612104,0.02982220881839646
16,23,0.3456130543388269,0.013321563040218715
17,25,0.3389717581370815,0.045780292956090755
18,21,0.29797449820023186,0.008327456766158734
19,11,0.3156780653803458,0.005445860326815906
20,27,0.3310827757780354,0.039802682526373936
21,7,0.2834204738665444,6.605201798403235e-06
22,8,0.28636510216645655,0.00045458302685008996
23,8,0.3022633703470481,0.0007349065525996838
24,11,0.3197985912518805,0.002927893060864944
25,7,0.31500161238310226,0.0030802815962307916
26,8,0.3116623726758609,0.004779251836452545
27,2,0.2732355993409809,0.0
28,27,0.3629648208529573,0.0783960577411876
29,2,0.2798237673453954,0.0016431265656232036
30,8,0.311882784537725,0.0015569034083744023
31,1,0.2555053634625395,0.0
32,24,0.3431924181605783,0.04269415472336218
33,29,0.3071046360280941,0.034567484869363826
34,25,0.33536293333562217,0.04216720580969516
35,22,0.3266683387676616,0.0427038810581355
36,32,0.29302475570521136,0.023552487566526763
37,1,0.24664555779437536,0.0
38,4,0.29109059890187666,0.00027744653089208907
39,30,0.3096925964440612,0.048283506307112686
40,25,0.28823676950087784,0.008984583880204004
41,25,0.2886140427593869,0.028244831003164782
42,9,0.29837771132364216,0.004372801025713072
43,24,0.27155311412336397,0.057349671717972894
44,8,0.29166815961398357,9.515842718158444e-05
45,7,0.2720556800347582,0.003533175987936261
46,5,0.27876248883460375,0.0
47,7,0.29051532103843425,7.39211178336212e-05
48,5,0.27272866872995866,0.0
49,5,0.2708859074547562,0.002931846994939878
50,4,0.27222361563971803,0.0
51,4,0.25669514396760373,0.0
52,2,0.23432638540719614,0.0
53,2,0.24217586893813461,7.868760632988824e-05
54,2,0.25956577830273286,0.0
55,2,0.2625013436525852,0.0
56,1,0.25272335663973816,0.0
57,1,0.25272335663973816,0.0
58,1,0.25272335663973816,0.0
59,2,0.2625013436525852,0.0
60,1,0.25272335663973816,0.0
61,2,0.2580469615777315,0.0
62,2,0.2625013436525852,0.0
63,3,0.2712191004528555,0.0005077648772383425
64,7,0.29341467553981576,0.006028337904585097
65,3,0.2594130925507901,0.00017110475846122944
66,3,0.2594130925507901,0.00017110475846122944
67,5,0.280535787109633,0.00023570603866484525
68,3,0.28470126361287484,0.00029153949588940165
69,2,0.26234518580389243,0.0007225524042879954
70,3,0.27442579796909966,0.0
71,1,0.24164507251306472,0.0
72,5,0.28636510216645655,0.0009901638853568788
73,2,0.25774532865946415,0.00010104311481385314
74,3,0.2735746013252749,7.006164364737625e-05
75,5,0.2823317908683375,0.0003476338490235917
76,10,0.330834401602658,0.02151980731018102
77,22,0.31658453505839423,0.03256043754937529
78,3,0.25476733526074125,0.0
79,3,0.25476733526074125,0.0
80,35,0.3426590966094352,0.08528898606771812
81,3,0.2583493013101014,0.0
82,1,0.24138054588743466,0.0
83,3,0.25476733526074125,0.0
84,3,0.25476733526074125,0.0
85,2,0.24204295133718065,0.0
86,1,0.24138054588743466,0.0
87,2,0.25417997540999604,0.0
88,6,0.2975723733713516,0.0017915831912726763
89,5,0.2858083326871958,0.005800246489898557
90,33,0.3617737960101256,0.06263624851592954
91,2,0.2867374885151776,0.00025399757203965864
92,1,0.2645484447128633,0.0
93,1,0.2645484447128633,0.0
94,3,0.27649044347106155,3.8852567163551834e-05
95,2,0.2647072372967246,0.0
96,4,0.2832384440182037,0.00039821975231454633
97,2,0.28161063686867377,0.00021133559423562546
98,1,0.25565348251382214,0.0
99,1,0.25565348251382214,0.0
100,33,0.33793276424240853,0.03536973735639429
101,8,0.28918180808940536,0.000705911193335545
102,34,0.3394936546084243,0.038751402559712815
103,15,0.33975520596020276,0.04611653282754732
104,4,0.28017932486425867,0.0003570510489146584
105,32,0.3134344401821913,0.01630964822635728
106,23,0.3000015356029545,0.009399807796509466
107,23,0.3295980996534702,0.011258491570142679
108,4,0.27701146817609495,0.0029141872068277615
109,8,0.2841509390053757,0.001978066643951285
110,12,0.3163574299399879,0.010377881483259542
111,21,0.33058639980235616,0.008924058437442015
112,6,0.28636510216645655,0.00018706867011609096
113,6,0.3022633703470481,0.006207073704400224
114,6,0.28071435858455956,0.0010388963722686424
115,1,0.23271886930677738,0.0
116,1,0.23271886930677738,0.0
117,1,0.23271886930677738,0.0
118,1,0.23271886930677738,0.0
119,1,0.23271886930677738,0.0
120,2,0.2500012796691287,0.0
121,1,0.23271886930677738,0.0
122,1,0.23271886930677738,0.0
123,1,0.23271886930677738,0.0
124,1,0.23271886930677738,0.0
125,1,0.24138054588743466,0.0
126,3,0.2747677615802761,0.00020534805030483931
127,2,0.254326561324304,0.0
128,1,0.2458206562632905,0.0
129,1,0.2458206562632905,0.0
130,1,0.2458206562632905,0.0
131,1,0.2458206562632905,0.0
132,1,0.23941490626294415,0.0
133,1,0.23941490626294415,0.0
134,1,0.23941490626294415,0.0
135,1,0.23941490626294415,0.0
136,2,0.27105240155890786,0.0002973020480258696
137,2,0.27105240155890786,0.0002973020480258696
138,1,0.23941490626294415,0.0
139,12,0.31321183049456186,0.007518240975423548
140,1,0.25071191434698303,0.0
141,23,0.29400150489089544,0.009033883403971902
142,13,0.3045595699836624,0.006567168649459841
143,29,0.3083931869484917,0.009327893244710103
144,2,0.25684464608989116,0.0004230433407979445
145,28,0.33612976931123717,0.017847342379362283
146,16,0.3163574299399879,0.007031634368619577
147,29,0.29817596844918404,0.015925893152720312
148,7,0.27876248883460375,0.00013164036283347781
149,30,0.3056148699489557,0.014746588698720803
150,2,0.27528230795027664,0.0
151,2,0.26646662074703514,8.564690459802485e-06
152,2,0.26923214733598483,0.0
153,1,0.25315858630100063,0.0
154,1,0.2295691084520266,0.0
155,21,0.3037205629038176,0.03678287310871274
156,21,0.29032406671253663,0.014643993609938299
157,31,0.29166815961398357,0.04216195889308565
158,20,0.2810721844081218,0.06811390425511095
159,22,0.28525372402092053,0.03205799413263349
160,29,0.29400150489089544,0.02104903679674429
161,23,0.3094752683062057,0.041459561820847056
162,21,0.32739588517917084,0.07616132261832069
163,3,0.24006655271439473,4.778138498145411e-05
164,3,0.24006655271439473,4.778138498145411e-05
165,4,0.24513744154327022,0.0004525335205809461
166,3,0.257144173373961,0.0
167,9,0.2734049952488178,0.0001054082183201895
168,5,0.2600249158822778,0.0
169,9,0.2723917587006443,0.00022529552165186315
170,3,0.24006655271439473,4.778138498145411e-05
171,7,0.26727409535535945,0.0
172,3,0.23902561373243528,0.0
173,1,0.2349505899501029,0.0
174,3,0.2530133432796002,2.9385116725467407e-05
175,3,0.25447331640873805,8.46503699409632e-06
176,5,0.2653443184935879,6.033186888956978e-05
177,2,0.2502850495665966,0.0
178,6,0.2653443184935879,1.3535173641516694e-05
179,6,0.2717204296588682,0.00031099117136730825
180,1,0.24873223764035146,0.0
181,4,0.2936100248577518,0.0015947612902177603
182,1,0.24873223764035146,0.0
183,3,0.23697058427530526,0.0
184,3,0.23697058427530526,0.0
185,4,0.28161063686867377,0.0016164983154769307
186,2,0.23420194229226932,0.0
187,1,0.23296474238581252,0.0
188,1,0.23296474238581252,0.0
189,6,0.24459359807894795,5.8603768398156716e-05
190,1,0.22374543751209697,0.0
191,4,0.24164507251306472,0.0
192,2,0.23016819276427095,0.00013699987143088989
193,1,0.2250011517022159,0.0
194,1,0.22580760744308404,0.0
195,1,0.22580760744308404,0.0
196,2,0.22849857893074774,0.0
197,1,0.22580760744308404,0.0
198,2,0.23210645122965426,0.0
199,2,0.22849857893074774,0.0
200,2,0.22849857893074774,0.0
201,1,0.22580760744308404,0.0
202,1,0.22580760744308404,0.0
203,1,0.22580760744308404,0.0
204,2,0.23210645122965426,0.0
205,1,0.22397270560504984,0.0
206,3,0.252434033964707,8.584654812335357e-05
207,3,0.27701146817609495,0.0016469676952137273
208,1,0.22397270560504984,0.0
209,1,0.22397270560504984,0.0
210,6,0.29302475570521136,0.006615940315856095
211,1,0.22397270560504984,0.0
212,1,0.22397270560504984,0.0
213,1,0.21356041517498459,0.0
214,1,0.21356041517498459,0.0
215,2,0.22980836755411316,4.778138498145411e-05
216,0,0.0,0.0
217,1,0.21356041517498459,0.0
218,1,0.21356041517498459,0.0
219,1,0.21356041517498459,0.0
220,1,0.21356041517498459,0.0
221,1,0.21356041517498459,0.0
222,1,0.21356041517498459,0.0
223,1,0.21356041517498459,0.0
224,1,0.21356041517498459,0.0
225,1,0.21356041517498459,0.0
226,1,0.2194041081275339,0.0
227,1,0.2194041081275339,0.0
228,1,0.2194041081275339,0.0
229,1,0.2194041081275339,0.0
230,20,0.3343459115514353,0.0747962153388083
231,1,0.2194041081275339,0.0
232,1,0.2194041081275339,0.0
233,1,0.2194041081275339,0.0
234,1,0.2194041081275339,0.0
235,1,0.2194041081275339,0.0
236,1,0.2194041081275339,0.0
237,1,0.2194041081275339,0.0
238,1,0.2194041081275339,0.0
239,1,0.2194041081275339,0.0
240,1,0.2194041081275339,0.0
241,1,0.2194041081275339,0.0
242,2,0.24244214257083185,8.529610534306912e-05
243,1,0.22194376312850686,0.0
244,1,0.22194376312850686,0.0
245,2,0.25926058632354093,0.0010230984328009989
246,1,0.22194376312850686,0.0
247,4,0.29051532103843425,0.016810151428012853
248,1,0.22194376312850686,0.0
249,1,0.227203635928049,0.0
250,1,0.227203635928049,0.0
251,1,0.23633561486406385,0.0
252,2,0.26759845712156743,0.0
253,2,0.26759845712156743,0.0
254,1,0.23633561486406385,0.0
255,2,0.26759845712156743,0.0
256,1,0.23633561486406385,0.0
257,3,0.270221971407073,0.00040987015914397036
258,21,0.33767401021159504,0.06253364723768344
259,4,0.288048502505776,0.0012396092959224083
260,1,0.23633561486406385,0.0
261,1,0.22661986502381457,0.0
262,1,0.22661986502381457,0.0
263,1,0.24664555779437536,0.0
264,1,0.24664555779437536,0.0
265,1,0.24664555779437536,0.0
266,2,0.2580469615777315,0.002362116124208169
267,1,0.24664555779437536,0.0
268,3,0.27105240155890786,0.002285413238738508
269,1,0.24664555779437536,0.0
270,2,0.27442579796909966,0.00010590581490417723
271,2,0.2580469615777315,0.002362116124208169
272,1,0.24664555779437536,0.0
273,1,0.23646233637337433,0.0
274,1,0.23646233637337433,0.0
275,1,0.23646233637337433,0.0
276,1,0.23646233637337433,0.0
277,1,0.23646233637337433,0.0
278,1,0.23646233637337433,0.0
279,2,0.27701146817609495,0.0005721357908814857
280,2,0.27701146817609495,0.0005721357908814857
281,22,0.2947876051713524,0.01593234431390602
282,25,0.3105649699551712,0.015349076548939165
283,24,0.2886140427593869,0.016525880505349064
284,23,0.2798237673453954,0.013494551839252949
285,28,0.2895615609562332,0.021312199572162713
286,21,0.2945906862634223,0.022249010318336093
287,25,0.2959746693532504,0.023204573261195405
288,21,0.30102543162890316,0.003980908779465936
289,22,0.2634422086835981,0.03958417027844124
290,21,0.28937155993198366,0.009208608754579309
291,25,0.27649044347106155,0.03513400984626134
292,10,0.2889923049386259,0.0004176597720781669
293,9,0.28823676950087784,0.000856169345269917
294,11,0.2821511563252356,0.000164666094075436
295,5,0.24405216233333876,0.000153858271515997
296,10,0.2720556800347582,0.0006871684541293004
297,13,0.28767270537269607,0.0017174975081645563
298,5,0.2604856806475742,0.00019964959286824333
299,2,0.23445096083803463,0.0
300,3,0.24541027119440353,0.0
301,1,0.22968867569601203,0.0
302,6,0.29032406671253663,0.00016006740445518496
303,4,0.23697058427530526,2.4017809328720313e-06
304,6,0.2695612819904298,0.0002551851746978588
305,2,0.23259612728710083,0.0
306,4,0.24664555779437536,0.0
307,6,0.24609500967429862,1.5085924366700129e-05
308,5,0.26939661413338,0.0
309,6,0.27105240155890786,0.0002205183468403317
310,2,0.24098484007450446,0.0
311,2,0.26391517494694383,0.0
312,4,0.2501430841385951,0.0
313,2,0.23837959856018548,0.0
314,23,0.3172678110333404,0.03627663098252914
315,1,0.22397270560504984,0.0
316,1,0.22397270560504984,0.0
317,1,0.22397270560504984,0.0
318,1,0.23407763128256004,0.0
319,1,0.23407763128256004,0.0
320,5,0.27222361563971803,0.0009097566919484741
321,2,0.22849857893074774,0.0
322,1,0.21864266600711113,0.0
323,1,0.21864266600711113,0.0
324,2,0.22849857893074774,0.0
325,3,0.24887260572028394,0.0
326,3,0.25171361720110913,0.0
327,1,0.2245429008840851,0.0
328,2,0.24391717773027827,0.0
329,1,0.2245429008840851,0.0
330,3,0.24006655271439473,0.00011890072189852708
331,1,0.2275553443427983,0.0
332,1,0.2275553443427983,0.0
333,1,0.2275553443427983,0.0
334,1,0.2275553443427983,0.0
335,3,0.27683757522683183,8.511826331504992e-07
336,1,0.22838024719644906,0.0
337,2,0.23052914654278261,0.0
338,4,0.28506933247339566,0.00039142164995877076
339,1,0.22838024719644906,0.0
340,1,0.20851170559637972,0.0
341,1,0.20851170559637972,0.0
342,1,0.20851170559637972,0.0
343,1,0.20851170559637972,0.0
344,1,0.20851170559637972,0.0
345,1,0.20851170559637972,0.0
346,1,0.20851170559637972,0.0
347,1,0.20851170559637972,0.0
348,1,0.21660228749329233,0.0
349,1,0.21660228749329233,0.0
350,1,0.21660228749329233,0.0
351,1,0.21660228749329233,0.0
352,1,0.21660228749329233,0.0
353,2,0.24472933259508498,0.0
354,1,0.21660228749329233,0.0
355,1,0.21660228749329233,0.0
356,21,0.2989845812449784,0.04037501387785743
357,21,0.320030665701265,0.04484196945773419
358,21,0.32498324048367216,0.028163494388384943
359,21,0.2789388091943979,0.055384746632675896
360,21,0.26614499537498076,0.08120036288742966
361,21,0.3103464161409874,0.07176513511483151
362,5,0.27155311412336397,0.00014575892147199708
363,3,0.26824954825811625,0.00046418720835483227
364,3,0.2626576875142008,0.0007149514743102085
365,2,0.2450012540757462,0.000659178260620668
366,2,0.25257861244922286,0.0
367,2,0.2550620343183014,0.00011573364660186988
368,2,0.2550620343183014,0.00011573364660186988
369,1,0.24045924609397118,0.0
370,1,0.26630571095189803,0.0
371,1,0.26630571095189803,0.0
372,2,0.26989122236006313,0.0
373,1,0.2656640104435802,0.0
374,1,0.2656640104435802,0.0
375,1,0.23016819276427095,0.0
376,1,0.23016819276427095,0.0
377,2,0.23507583013664346,0.0018211848568787502
378,1,0.23016819276427095,0.0
379,1,0.23016819276427095,0.0
380,1,0.23016819276427095,0.0
381,1,0.23016819276427095,0.0
382,1,0.24244214257083185,0.0
383,1,0.24244214257083185,0.0
384,1,0.24244214257083185,0.0
385,1,0.24244214257083185,0.0
386,1,0.24244214257083185,0.0
387,1,0.24244214257083185,0.0
388,2,0.26079376542657784,0.0
389,1,0.24527378049852233,0.0
390,1,0.24527378049852233,0.0
391,1,0.24527378049852233,0.0
392,1,0.2552096396622356,0.0
393,1,0.2552096396622356,0.0
394,1,0.2552096396622356,0.0
395,1,0.2552096396622356,0.0
396,1,0.21810200659561976,0.0
397,1,0.21810200659561976,0.0
398,2,0.23850852208563716,0.0
399,1,0.21810200659561976,0.0
400,2,0.23850852208563716,0.0
401,1,0.21810200659561976,0.0
402,1,0.21810200659561976,0.0
403,1,0.21810200659561976,0.0
404,1,0.21810200659561976,0.0
405,2,0.23850852208563716,0.0
406,2,0.23850852208563716,0.0
407,2,0.23850852208563716,0.0
408,2,0.23850852208563716,0.0
409,2,0.23850852208563716,0.0
410,1,0.21810200659561976,0.0
411,1,0.21810200659561976,0.0
412,1,0.21810200659561976,0.0
413,1,0.21810200659561976,0.0
414,1,0.2102012666045487,0.0
415,1,0.2102012666045487,0.0
416,1,0.2102012666045487,0.0
417,1,0.2102012666045487,0.0
418,1,0.2102012666045487,0.0
419,1,0.2102012666045487,0.0
420,1,0.2102012666045487,0.0
421,1,0.2102012666045487,0.0
422,1,0.2102012666045487,0.0
423,1,0.2102012666045487,0.0
424,1,0.2102012666045487,0.0
425,1,0.2102012666045487,0.0
426,1,0.2102012666045487,0.0
427,1,0.2102012666045487,0.0
428,2,0.24204295133718065,0.003441169485337146
429,1,0.2102012666045487,0.0
430,1,0.2102012666045487,0.0
431,1,0.2102012666045487,0.0
432,1,0.2102012666045487,0.0
433,1,0.252434033964707,0.0
434,1,0.252434033964707,0.0
435,1,0.252434033964707,0.0
436,1,0.23684331758127988,0.0
437,1,0.23684331758127988,0.0
438,1,0.23684331758127988,0.0
439,1,0.23684331758127988,0.0
440,19,0.35111644692384003,0.04623512366583988
441,20,0.35111644692384003,0.1575019139887906
442,20,0.2955779204667179,0.006487660373382732
443,1,0.21356041517498459,0.0
